,project_websummary,project_title,project_no,project_website,year_of_finance,lead_partner_country,type_of_beneficiary,country,themes,keywords,habitats,species,base_url,project_url,project_id,Unnamed: 0_x,area_code,area_name,area_type,postcode,clean_postcode,id,latitude,longitude,Unnamed: 0_y,coordinator,total_budget,eu_contribution,background
34,index.cfm?fuseaction=search.dspPage&n_proj_id=251,Atlantic Oakwoods - Restoration of Atlantic Oakwoods,LIFE97 NAT/UK/004244,,1997,UK,Mixt enterprise,United Kingdom,Biodiversity issues ~ Invasive species / Habitats ~ Forests /,environmental impact of agriculture / environmental impact of forestry / forest ecosystem / protected area / research project / restoration measure /,Bog woodland / Caledonian forest / Northern Atlantic wet heaths with Erica tetralix / Old sessile oak woods with Ilex and Blechnum in the British Isles /,None or non applicable /,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=251,251,277.0,UK0013597,Loch Maree Complex,SCI,IV22 2PD,IV22 2PD,1001376,57.6133282678565,-5.3088131840666,174,"Caledonian Partnership, Highland Birchwoods Ltd",3406516.51,1703258.26,"Moss and lichen-rich old oak woodlands are an Annex I habitat type restricted to Britain and Ireland where this is the climax 'temperate rainforest' community of Europe's Atlantic coast. In Britain it is restricted to sites in the west of the country, many of which have been subject to management - including forestry practices - which have degraded their nature conservation interest. Underplanting and replacement of broadleaved deciduous species by exotic conifers; invasive plants like rhododendron; increasing pressure from deer browsing which reduces natural regeneration; and in some areas high visitor numbers, are among the key threats to these ancient oak woodlands.

The project was concerned with improving the habitat condition in seven of the most extensive Atlantic woodlands in Britain, ranging from Loch Maree in the far north-west of Scotland, through the popular Loch Lomond woodlands within easy reach of Glasgow, to Borrowdale woods in the Lake District and Meirionnydd oakwoods in north-west Wales. Together they cover nearly 4,900 ha of Atlantic oakwood habitat.

At each site, a set of management targets was to be established based on the most important perceived threats. Actions would target the clearance of around 690 ha of exotic conifers and broadleaves, treatment of around 405 ha to eradicate rhododendron, and treatment of a further area of over 370 ha to control bracken. Another important activity would be controlling grazing - particularly by sheep, deer and feral goats through a mixture of stock fencing - over 60 km - and deer culling. The effectiveness of the various measures was to be monitored and assessed and the results disseminated on a web-site."
35,index.cfm?fuseaction=search.dspPage&n_proj_id=6689,SoLIFE - Sands of LIFE,LIFE17 NAT/UK/000023,,2017,UK,Regional authority,United Kingdom,,,Dunes with Salix repens ssp. argentea (Salicion arenariae) / Embryonic shifting dunes / Fixed coastal dunes with herbaceous vegetation (&quot;grey dunes&quot;) / Humid dune slacks / Shifting dunes along the shoreline with Ammophila arenaria (&quot;white dunes&quot;) /,,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=6689,6689,6.0,UK0012566,Kenfig/ Cynffig,SCI,CF33 4PT,CF33 4PT,1473786,51.517436,-3.726829,2,Natural  Resources Wales,4729029.0,3546771.0,"Sand dunes across Europe are currently in a phase of dune stability and so lack dynamic conditions. In the UK, all the Habitat Directive Annex I sand dune habitats are in ‘Unfavourable’ conservation status due to such stabilisation, which leads to the loss or decline of those species which depend upon bare sand and early successional sand dune stages. Wales accounts for 11 % (8 101 ha) of the total UK sand dune resource, including rare and threatened dune habitats. The re-introduction of dynamic processes is therefore vital for the conservation of the full range of sand dune habitats."
36,index.cfm?fuseaction=search.dspPage&n_proj_id=6689,SoLIFE - Sands of LIFE,LIFE17 NAT/UK/000023,,2017,UK,Regional authority,United Kingdom,,,Dunes with Salix repens ssp. argentea (Salicion arenariae) / Embryonic shifting dunes / Fixed coastal dunes with herbaceous vegetation (&quot;grey dunes&quot;) / Humid dune slacks / Shifting dunes along the shoreline with Ammophila arenaria (&quot;white dunes&quot;) /,,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=6689,6689,7.0,UK0020019,Carmarthen Bay Dunes/ Twyni Bae Caerfyrddin,SCI,SA33 4RS,SA33 4RS,409161,51.744268974126705,-4.476426851623099,2,Natural  Resources Wales,4729029.0,3546771.0,"Sand dunes across Europe are currently in a phase of dune stability and so lack dynamic conditions. In the UK, all the Habitat Directive Annex I sand dune habitats are in ‘Unfavourable’ conservation status due to such stabilisation, which leads to the loss or decline of those species which depend upon bare sand and early successional sand dune stages. Wales accounts for 11 % (8 101 ha) of the total UK sand dune resource, including rare and threatened dune habitats. The re-introduction of dynamic processes is therefore vital for the conservation of the full range of sand dune habitats."
37,index.cfm?fuseaction=search.dspPage&n_proj_id=6689,SoLIFE - Sands of LIFE,LIFE17 NAT/UK/000023,,2017,UK,Regional authority,United Kingdom,,,Dunes with Salix repens ssp. argentea (Salicion arenariae) / Embryonic shifting dunes / Fixed coastal dunes with herbaceous vegetation (&quot;grey dunes&quot;) / Humid dune slacks / Shifting dunes along the shoreline with Ammophila arenaria (&quot;white dunes&quot;) /,,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=6689,6689,8.0,UK0020021,Y Twyni o Abermenai i Aberffraw/ Abermenai to Aberffraw Dunes,SCI,LL61 6SG,LL61 6SG,885565,53.160517,-4.367296,2,Natural  Resources Wales,4729029.0,3546771.0,"Sand dunes across Europe are currently in a phase of dune stability and so lack dynamic conditions. In the UK, all the Habitat Directive Annex I sand dune habitats are in ‘Unfavourable’ conservation status due to such stabilisation, which leads to the loss or decline of those species which depend upon bare sand and early successional sand dune stages. Wales accounts for 11 % (8 101 ha) of the total UK sand dune resource, including rare and threatened dune habitats. The re-introduction of dynamic processes is therefore vital for the conservation of the full range of sand dune habitats."
38,index.cfm?fuseaction=search.dspPage&n_proj_id=6689,SoLIFE - Sands of LIFE,LIFE17 NAT/UK/000023,,2017,UK,Regional authority,United Kingdom,,,Dunes with Salix repens ssp. argentea (Salicion arenariae) / Embryonic shifting dunes / Fixed coastal dunes with herbaceous vegetation (&quot;grey dunes&quot;) / Humid dune slacks / Shifting dunes along the shoreline with Ammophila arenaria (&quot;white dunes&quot;) /,,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=6689,6689,9.0,UK0030049,Morfa Harlech a Morfa Dyffryn,SCI,LL46 2GY,LL46 2GY,890045,52.867414129627704,-4.11062987304788,2,Natural  Resources Wales,4729029.0,3546771.0,"Sand dunes across Europe are currently in a phase of dune stability and so lack dynamic conditions. In the UK, all the Habitat Directive Annex I sand dune habitats are in ‘Unfavourable’ conservation status due to such stabilisation, which leads to the loss or decline of those species which depend upon bare sand and early successional sand dune stages. Wales accounts for 11 % (8 101 ha) of the total UK sand dune resource, including rare and threatened dune habitats. The re-introduction of dynamic processes is therefore vital for the conservation of the full range of sand dune habitats."
39,index.cfm?fuseaction=search.dspPage&n_proj_id=6688,Orkney Native WildLIFE - Safeguarding Orkney’s native wildlife from invasive non-native stoats,LIFE17 NAT/UK/000557,,2017,UK,NGO-Foundation,United Kingdom,,,,,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=6688,6688,10.0,UK9001131,Pentland Firth Islands,SPA,KW17 2RN,KW17 2RN,969648,58.7626000367436,-2.96065378638723,3,The Royal Society for the Protection of Birds,5495050.0,3295746.0,"The Orkney Islands are naturally free of terrestrial mammalian predators, which has allowed many bird species to flourish. However, in 2010, the non-native European stoat <i>Mustela erminea</i> was sighted on Orkney Mainland and has now spread to two other islands.  In this largely treeless landscape, most birds are ground-nesting and therefore exposed to the threat of predation by introduced mammals. The impacts of the introduced non-native stoat on Orkney’s native wildlife are therefore predicted to be severe, and could lead to dramatic declines in populations of the species listed in the Birds Directive on the Orkney Islands."
40,index.cfm?fuseaction=search.dspPage&n_proj_id=6688,Orkney Native WildLIFE - Safeguarding Orkney’s native wildlife from invasive non-native stoats,LIFE17 NAT/UK/000557,,2017,UK,NGO-Foundation,United Kingdom,,,,,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=6688,6688,11.0,UK9002101,West Westray,SPA,KW17 2DW,KW17 2DW,969931,59.3175885072748,-3.004449,3,The Royal Society for the Protection of Birds,5495050.0,3295746.0,"The Orkney Islands are naturally free of terrestrial mammalian predators, which has allowed many bird species to flourish. However, in 2010, the non-native European stoat <i>Mustela erminea</i> was sighted on Orkney Mainland and has now spread to two other islands.  In this largely treeless landscape, most birds are ground-nesting and therefore exposed to the threat of predation by introduced mammals. The impacts of the introduced non-native stoat on Orkney’s native wildlife are therefore predicted to be severe, and could lead to dramatic declines in populations of the species listed in the Birds Directive on the Orkney Islands."
41,index.cfm?fuseaction=search.dspPage&n_proj_id=6688,Orkney Native WildLIFE - Safeguarding Orkney’s native wildlife from invasive non-native stoats,LIFE17 NAT/UK/000557,,2017,UK,NGO-Foundation,United Kingdom,,,,,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=6688,6688,12.0,UK9002111,Papa Westray (North Hill and Holm),SPA,KW17 2BU,KW17 2BU,969898,59.347385448067705,-2.8932496981842704,3,The Royal Society for the Protection of Birds,5495050.0,3295746.0,"The Orkney Islands are naturally free of terrestrial mammalian predators, which has allowed many bird species to flourish. However, in 2010, the non-native European stoat <i>Mustela erminea</i> was sighted on Orkney Mainland and has now spread to two other islands.  In this largely treeless landscape, most birds are ground-nesting and therefore exposed to the threat of predation by introduced mammals. The impacts of the introduced non-native stoat on Orkney’s native wildlife are therefore predicted to be severe, and could lead to dramatic declines in populations of the species listed in the Birds Directive on the Orkney Islands."
42,index.cfm?fuseaction=search.dspPage&n_proj_id=6688,Orkney Native WildLIFE - Safeguarding Orkney’s native wildlife from invasive non-native stoats,LIFE17 NAT/UK/000557,,2017,UK,NGO-Foundation,United Kingdom,,,,,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=6688,6688,13.0,UK9002121,Marwick Head,SPA,KW17 2ND,KW17 2ND,970008,59.109759,-3.324264,3,The Royal Society for the Protection of Birds,5495050.0,3295746.0,"The Orkney Islands are naturally free of terrestrial mammalian predators, which has allowed many bird species to flourish. However, in 2010, the non-native European stoat <i>Mustela erminea</i> was sighted on Orkney Mainland and has now spread to two other islands.  In this largely treeless landscape, most birds are ground-nesting and therefore exposed to the threat of predation by introduced mammals. The impacts of the introduced non-native stoat on Orkney’s native wildlife are therefore predicted to be severe, and could lead to dramatic declines in populations of the species listed in the Birds Directive on the Orkney Islands."
43,index.cfm?fuseaction=search.dspPage&n_proj_id=6688,Orkney Native WildLIFE - Safeguarding Orkney’s native wildlife from invasive non-native stoats,LIFE17 NAT/UK/000557,,2017,UK,NGO-Foundation,United Kingdom,,,,,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=6688,6688,14.0,UK9002141,Hoy,SPA,KW16 3NJ,KW16 3NJ,969858,58.9119684778793,-3.33040175392111,3,The Royal Society for the Protection of Birds,5495050.0,3295746.0,"The Orkney Islands are naturally free of terrestrial mammalian predators, which has allowed many bird species to flourish. However, in 2010, the non-native European stoat <i>Mustela erminea</i> was sighted on Orkney Mainland and has now spread to two other islands.  In this largely treeless landscape, most birds are ground-nesting and therefore exposed to the threat of predation by introduced mammals. The impacts of the introduced non-native stoat on Orkney’s native wildlife are therefore predicted to be severe, and could lead to dramatic declines in populations of the species listed in the Birds Directive on the Orkney Islands."
44,index.cfm?fuseaction=search.dspPage&n_proj_id=6688,Orkney Native WildLIFE - Safeguarding Orkney’s native wildlife from invasive non-native stoats,LIFE17 NAT/UK/000557,,2017,UK,NGO-Foundation,United Kingdom,,,,,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=6688,6688,23.0,UK0012791,Hoy,SCI,KW16 3NJ,KW16 3NJ,969858,58.9119684778793,-3.33040175392111,3,The Royal Society for the Protection of Birds,5495050.0,3295746.0,"The Orkney Islands are naturally free of terrestrial mammalian predators, which has allowed many bird species to flourish. However, in 2010, the non-native European stoat <i>Mustela erminea</i> was sighted on Orkney Mainland and has now spread to two other islands.  In this largely treeless landscape, most birds are ground-nesting and therefore exposed to the threat of predation by introduced mammals. The impacts of the introduced non-native stoat on Orkney’s native wildlife are therefore predicted to be severe, and could lead to dramatic declines in populations of the species listed in the Birds Directive on the Orkney Islands."
45,index.cfm?fuseaction=search.dspPage&n_proj_id=6688,Orkney Native WildLIFE - Safeguarding Orkney’s native wildlife from invasive non-native stoats,LIFE17 NAT/UK/000557,,2017,UK,NGO-Foundation,United Kingdom,,,,,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=6688,6688,15.0,UK9002151,Copinsay,SPA,KW17 2QJ,KW17 2QJ,969628,58.938499089101704,-2.728263,3,The Royal Society for the Protection of Birds,5495050.0,3295746.0,"The Orkney Islands are naturally free of terrestrial mammalian predators, which has allowed many bird species to flourish. However, in 2010, the non-native European stoat <i>Mustela erminea</i> was sighted on Orkney Mainland and has now spread to two other islands.  In this largely treeless landscape, most birds are ground-nesting and therefore exposed to the threat of predation by introduced mammals. The impacts of the introduced non-native stoat on Orkney’s native wildlife are therefore predicted to be severe, and could lead to dramatic declines in populations of the species listed in the Birds Directive on the Orkney Islands."
46,index.cfm?fuseaction=search.dspPage&n_proj_id=6688,Orkney Native WildLIFE - Safeguarding Orkney’s native wildlife from invasive non-native stoats,LIFE17 NAT/UK/000557,,2017,UK,NGO-Foundation,United Kingdom,,,,,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=6688,6688,17.0,UK9002311,Orkney Mainland Moors,SPA,KW17 2LA,KW17 2LA,969988,59.04276173886271,-3.16982821727658,3,The Royal Society for the Protection of Birds,5495050.0,3295746.0,"The Orkney Islands are naturally free of terrestrial mammalian predators, which has allowed many bird species to flourish. However, in 2010, the non-native European stoat <i>Mustela erminea</i> was sighted on Orkney Mainland and has now spread to two other islands.  In this largely treeless landscape, most birds are ground-nesting and therefore exposed to the threat of predation by introduced mammals. The impacts of the introduced non-native stoat on Orkney’s native wildlife are therefore predicted to be severe, and could lead to dramatic declines in populations of the species listed in the Birds Directive on the Orkney Islands."
47,index.cfm?fuseaction=search.dspPage&n_proj_id=6688,Orkney Native WildLIFE - Safeguarding Orkney’s native wildlife from invasive non-native stoats,LIFE17 NAT/UK/000557,,2017,UK,NGO-Foundation,United Kingdom,,,,,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=6688,6688,18.0,UK9002331,East Sanday Coast,SPA,KW17 2BB,KW17 2BB,969891,59.2554683422485,-2.5503818851780804,3,The Royal Society for the Protection of Birds,5495050.0,3295746.0,"The Orkney Islands are naturally free of terrestrial mammalian predators, which has allowed many bird species to flourish. However, in 2010, the non-native European stoat <i>Mustela erminea</i> was sighted on Orkney Mainland and has now spread to two other islands.  In this largely treeless landscape, most birds are ground-nesting and therefore exposed to the threat of predation by introduced mammals. The impacts of the introduced non-native stoat on Orkney’s native wildlife are therefore predicted to be severe, and could lead to dramatic declines in populations of the species listed in the Birds Directive on the Orkney Islands."
48,index.cfm?fuseaction=search.dspPage&n_proj_id=6688,Orkney Native WildLIFE - Safeguarding Orkney’s native wildlife from invasive non-native stoats,LIFE17 NAT/UK/000557,,2017,UK,NGO-Foundation,United Kingdom,,,,,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=6688,6688,19.0,UK9002371,Rousay,SPA,KW17 2PS,KW17 2PS,970119,59.179046,-3.061482,3,The Royal Society for the Protection of Birds,5495050.0,3295746.0,"The Orkney Islands are naturally free of terrestrial mammalian predators, which has allowed many bird species to flourish. However, in 2010, the non-native European stoat <i>Mustela erminea</i> was sighted on Orkney Mainland and has now spread to two other islands.  In this largely treeless landscape, most birds are ground-nesting and therefore exposed to the threat of predation by introduced mammals. The impacts of the introduced non-native stoat on Orkney’s native wildlife are therefore predicted to be severe, and could lead to dramatic declines in populations of the species listed in the Birds Directive on the Orkney Islands."
49,index.cfm?fuseaction=search.dspPage&n_proj_id=6688,Orkney Native WildLIFE - Safeguarding Orkney’s native wildlife from invasive non-native stoats,LIFE17 NAT/UK/000557,,2017,UK,NGO-Foundation,United Kingdom,,,,,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=6688,6688,20.0,UK9002381,Auskerry,SPA,KW17 2AU,KW17 2AU,969887,59.038054113678506,-2.5750772701885802,3,The Royal Society for the Protection of Birds,5495050.0,3295746.0,"The Orkney Islands are naturally free of terrestrial mammalian predators, which has allowed many bird species to flourish. However, in 2010, the non-native European stoat <i>Mustela erminea</i> was sighted on Orkney Mainland and has now spread to two other islands.  In this largely treeless landscape, most birds are ground-nesting and therefore exposed to the threat of predation by introduced mammals. The impacts of the introduced non-native stoat on Orkney’s native wildlife are therefore predicted to be severe, and could lead to dramatic declines in populations of the species listed in the Birds Directive on the Orkney Islands."
50,index.cfm?fuseaction=search.dspPage&n_proj_id=6688,Orkney Native WildLIFE - Safeguarding Orkney’s native wildlife from invasive non-native stoats,LIFE17 NAT/UK/000557,,2017,UK,NGO-Foundation,United Kingdom,,,,,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=6688,6688,21.0,UK9002431,Calf of Eday,SPA,KW17 2AB,KW17 2AB,969877,59.213441,-2.75652,3,The Royal Society for the Protection of Birds,5495050.0,3295746.0,"The Orkney Islands are naturally free of terrestrial mammalian predators, which has allowed many bird species to flourish. However, in 2010, the non-native European stoat <i>Mustela erminea</i> was sighted on Orkney Mainland and has now spread to two other islands.  In this largely treeless landscape, most birds are ground-nesting and therefore exposed to the threat of predation by introduced mammals. The impacts of the introduced non-native stoat on Orkney’s native wildlife are therefore predicted to be severe, and could lead to dramatic declines in populations of the species listed in the Birds Directive on the Orkney Islands."
51,index.cfm?fuseaction=search.dspPage&n_proj_id=6688,Orkney Native WildLIFE - Safeguarding Orkney’s native wildlife from invasive non-native stoats,LIFE17 NAT/UK/000557,,2017,UK,NGO-Foundation,United Kingdom,,,,,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=6688,6688,22.0,UK9002891,Switha,SPA,KW16 3PQ,KW16 3PQ,969873,58.800607275738706,-3.1607655239486303,3,The Royal Society for the Protection of Birds,5495050.0,3295746.0,"The Orkney Islands are naturally free of terrestrial mammalian predators, which has allowed many bird species to flourish. However, in 2010, the non-native European stoat <i>Mustela erminea</i> was sighted on Orkney Mainland and has now spread to two other islands.  In this largely treeless landscape, most birds are ground-nesting and therefore exposed to the threat of predation by introduced mammals. The impacts of the introduced non-native stoat on Orkney’s native wildlife are therefore predicted to be severe, and could lead to dramatic declines in populations of the species listed in the Birds Directive on the Orkney Islands."
52,index.cfm?fuseaction=search.dspPage&n_proj_id=6688,Orkney Native WildLIFE - Safeguarding Orkney’s native wildlife from invasive non-native stoats,LIFE17 NAT/UK/000557,,2017,UK,NGO-Foundation,United Kingdom,,,,,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=6688,6688,24.0,UK0013589,Stromness Heaths and Coast,SCI,KW16 3HU,KW16 3HU,970219,58.998807358698905,-3.30341112820629,3,The Royal Society for the Protection of Birds,5495050.0,3295746.0,"The Orkney Islands are naturally free of terrestrial mammalian predators, which has allowed many bird species to flourish. However, in 2010, the non-native European stoat <i>Mustela erminea</i> was sighted on Orkney Mainland and has now spread to two other islands.  In this largely treeless landscape, most birds are ground-nesting and therefore exposed to the threat of predation by introduced mammals. The impacts of the introduced non-native stoat on Orkney’s native wildlife are therefore predicted to be severe, and could lead to dramatic declines in populations of the species listed in the Birds Directive on the Orkney Islands."
53,index.cfm?fuseaction=search.dspPage&n_proj_id=6688,Orkney Native WildLIFE - Safeguarding Orkney’s native wildlife from invasive non-native stoats,LIFE17 NAT/UK/000557,,2017,UK,NGO-Foundation,United Kingdom,,,,,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=6688,6688,25.0,UK0014749,Loch of Stenness,SCI,KW16 3JX,KW16 3JX,969837,58.984923,-3.229843,3,The Royal Society for the Protection of Birds,5495050.0,3295746.0,"The Orkney Islands are naturally free of terrestrial mammalian predators, which has allowed many bird species to flourish. However, in 2010, the non-native European stoat <i>Mustela erminea</i> was sighted on Orkney Mainland and has now spread to two other islands.  In this largely treeless landscape, most birds are ground-nesting and therefore exposed to the threat of predation by introduced mammals. The impacts of the introduced non-native stoat on Orkney’s native wildlife are therefore predicted to be severe, and could lead to dramatic declines in populations of the species listed in the Birds Directive on the Orkney Islands."
54,index.cfm?fuseaction=search.dspPage&n_proj_id=6688,Orkney Native WildLIFE - Safeguarding Orkney’s native wildlife from invasive non-native stoats,LIFE17 NAT/UK/000557,,2017,UK,NGO-Foundation,United Kingdom,,,,,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=6688,6688,26.0,UK0017096,Faray and Holm of Faray,SCI,KW17 2DE,KW17 2DE,969904,59.2527252193416,-2.8702728276400697,3,The Royal Society for the Protection of Birds,5495050.0,3295746.0,"The Orkney Islands are naturally free of terrestrial mammalian predators, which has allowed many bird species to flourish. However, in 2010, the non-native European stoat <i>Mustela erminea</i> was sighted on Orkney Mainland and has now spread to two other islands.  In this largely treeless landscape, most birds are ground-nesting and therefore exposed to the threat of predation by introduced mammals. The impacts of the introduced non-native stoat on Orkney’s native wildlife are therefore predicted to be severe, and could lead to dramatic declines in populations of the species listed in the Birds Directive on the Orkney Islands."
55,index.cfm?fuseaction=search.dspPage&n_proj_id=6688,Orkney Native WildLIFE - Safeguarding Orkney’s native wildlife from invasive non-native stoats,LIFE17 NAT/UK/000557,,2017,UK,NGO-Foundation,United Kingdom,,,,,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=6688,6688,27.0,UK0030069,Sanday,SCI,KW17 2BP,KW17 2BP,969897,59.283243784821394,-2.46215,3,The Royal Society for the Protection of Birds,5495050.0,3295746.0,"The Orkney Islands are naturally free of terrestrial mammalian predators, which has allowed many bird species to flourish. However, in 2010, the non-native European stoat <i>Mustela erminea</i> was sighted on Orkney Mainland and has now spread to two other islands.  In this largely treeless landscape, most birds are ground-nesting and therefore exposed to the threat of predation by introduced mammals. The impacts of the introduced non-native stoat on Orkney’s native wildlife are therefore predicted to be severe, and could lead to dramatic declines in populations of the species listed in the Birds Directive on the Orkney Islands."
56,index.cfm?fuseaction=search.dspPage&n_proj_id=6688,Orkney Native WildLIFE - Safeguarding Orkney’s native wildlife from invasive non-native stoats,LIFE17 NAT/UK/000557,,2017,UK,NGO-Foundation,United Kingdom,,,,,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=6688,6688,28.0,UK0030193,Loch of Isbister,SCI,KW17 2NA,KW17 2NA,970006,59.1011815954323,-3.30120199486134,3,The Royal Society for the Protection of Birds,5495050.0,3295746.0,"The Orkney Islands are naturally free of terrestrial mammalian predators, which has allowed many bird species to flourish. However, in 2010, the non-native European stoat <i>Mustela erminea</i> was sighted on Orkney Mainland and has now spread to two other islands.  In this largely treeless landscape, most birds are ground-nesting and therefore exposed to the threat of predation by introduced mammals. The impacts of the introduced non-native stoat on Orkney’s native wildlife are therefore predicted to be severe, and could lead to dramatic declines in populations of the species listed in the Birds Directive on the Orkney Islands."
57,index.cfm?fuseaction=search.dspPage&n_proj_id=6812,DuneLIFE - Dynamic Dunescapes,LIFE17 NAT/UK/000570,,2017,UK,Regional authority,United Kingdom,Habitats ~ Coastal /,,Atlantic decalcified fixed dunes (Calluno-Ulicetea) / Dunes with Salix repens ssp. argentea (Salicion arenariae) / Embryonic shifting dunes / Fixed coastal dunes with herbaceous vegetation (&quot;grey dunes&quot;) / Oligotrophic waters containing very few minerals of sandy plains (Littorelletalia uniflorae) / Shifting dunes along the shoreline with Ammophila arenaria (&quot;white dunes&quot;) /,,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=6812,6812,29.0,UK9010101,Dorset Heathlands,SPA,BH20 5DE,BH20 5DE,1602872,50.641057,-2.135724,4,Natural England,8522712.0,5113627.0,"A decline in the quality of sand dune habitats in Europe is due to a range of historic and current drivers of change including nutrient enrichment, water availability, invasive alien species, accelerated successional change, and past and current management. It is thought that the UK’s dune area has been reduced to 30 % of that present in 1900, and in England the losses are closer to 50 %. Natural England manages nine National Nature Reserves (covering 954 ha) that have sand dune habitats of European importance. The project takes place across eight Natura 2000 network sites (SACs), which contain a total of 3 412 ha of all seven Habitats Directive Annex 1 sand dune habitat types present in England. The latest UK Article 17 report on the implementation of the Directive states that these habitats are in an overall ‘unfavourable-bad’ conservation status and that this has reached a critical point. The approaches outlined in the IPENS (LIFE11 NAT/UK/000384) project provide a basis for future work."
58,index.cfm?fuseaction=search.dspPage&n_proj_id=6812,DuneLIFE - Dynamic Dunescapes,LIFE17 NAT/UK/000570,,2017,UK,Regional authority,United Kingdom,Habitats ~ Coastal /,,Atlantic decalcified fixed dunes (Calluno-Ulicetea) / Dunes with Salix repens ssp. argentea (Salicion arenariae) / Embryonic shifting dunes / Fixed coastal dunes with herbaceous vegetation (&quot;grey dunes&quot;) / Oligotrophic waters containing very few minerals of sandy plains (Littorelletalia uniflorae) / Shifting dunes along the shoreline with Ammophila arenaria (&quot;white dunes&quot;) /,,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=6812,6812,30.0,UK0012559,Penhale Dunes,SCI,TR8 5PU,TR8 5PU,155097,50.3767443283781,-5.12686530292362,4,Natural England,8522712.0,5113627.0,"A decline in the quality of sand dune habitats in Europe is due to a range of historic and current drivers of change including nutrient enrichment, water availability, invasive alien species, accelerated successional change, and past and current management. It is thought that the UK’s dune area has been reduced to 30 % of that present in 1900, and in England the losses are closer to 50 %. Natural England manages nine National Nature Reserves (covering 954 ha) that have sand dune habitats of European importance. The project takes place across eight Natura 2000 network sites (SACs), which contain a total of 3 412 ha of all seven Habitats Directive Annex 1 sand dune habitat types present in England. The latest UK Article 17 report on the implementation of the Directive states that these habitats are in an overall ‘unfavourable-bad’ conservation status and that this has reached a critical point. The approaches outlined in the IPENS (LIFE11 NAT/UK/000384) project provide a basis for future work."
